Name,Author,UserRating,Review,Price,Year,Genre,User Rating,Reviews
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,,,16,2010,Non Fiction,4.8,29673.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,,,16,2011,Non Fiction,4.8,29673.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,,,16,2012,Non Fiction,4.8,29673.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,,,13,2014,Non Fiction,4.8,29673.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,,,16,2014,Non Fiction,4.8,29673.0
Under the Dome: A Novel,Stephen King,,,20,2009,Fiction,4.3,6740.0
Unfreedom of the Press,Mark R. Levin,,,11,2019,Non Fiction,4.9,5956.0
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,,,4,2019,Non Fiction,4.8,6108.0
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,,,9,2016,Non Fiction,4.7,4585.0
Watchmen,Alan Moore,,,42,2009,Fiction,4.8,3829.0
Water for Elephants: A Novel,Sara Gruen,,,12,2011,Fiction,4.5,8958.0
What Happened,Hillary Rodham Clinton,,,18,2017,Non Fiction,4.6,5492.0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,,,17,2014,Non Fiction,4.7,9292.0
What Pet Should I Get? (Classic Seuss),Dr. Seuss,,,14,2015,Fiction,4.7,1873.0
What Should Danny Do? (The Power to Choose Series),Adir Levy,,,13,2019,Fiction,4.8,8170.0
What to Expect When You're Expecting,Heidi Murkoff,,,9,2011,Non Fiction,4.4,3341.0
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,,,6,2012,Non Fiction,4.4,7497.0
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,,,6,2013,Non Fiction,4.4,7497.0
When Breath Becomes Air,Paul Kalanithi,,,14,2016,Non Fiction,4.8,13779.0
Where the Crawdads Sing,Delia Owens,,,15,2019,Fiction,4.8,87841.0
Where the Wild Things Are,Maurice Sendak,,,13,2009,Fiction,4.8,9967.0
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,,,12,2018,Non Fiction,4.6,6669.0
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,,,18,2012,Non Fiction,4.4,17044.0
Winter of the World: Book Two of the Century Trilogy,Ken Follett,,,15,2012,Fiction,4.5,10760.0
Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,,,11,2010,Non Fiction,4.2,1302.0
Wonder,R. J. Palacio,,,9,2013,Fiction,4.8,21625.0
Wonder,R. J. Palacio,,,9,2014,Fiction,4.8,21625.0
Wonder,R. J. Palacio,,,9,2015,Fiction,4.8,21625.0
Wonder,R. J. Palacio,,,9,2016,Fiction,4.8,21625.0
Wonder,R. J. Palacio,,,9,2017,Fiction,4.8,21625.0
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,,,8,2019,Fiction,4.9,9413.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,,,8,2016,Non Fiction,4.7,14331.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,,,8,2017,Non Fiction,4.7,14331.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,,,8,2018,Non Fiction,4.7,14331.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,,,8,2019,Non Fiction,4.7,14331.0
